A,B,C,label
302,763,277,F6
443,1150,1316,F3
348,182,1363,F7
209,620,1339,F3
179,416,252,N8
1639,1246,677,F1
272,466,341,F6
1149,1240,356,F2
439,219,666,F7
1037,180,444,F5
967,149,906,F4
311,258,140,N8
769,387,522,F4
194,162,313,N8
512,699,517,F1
616,139,1279,F4
306,1156,276,F6
247,1318,887,F3
1618,1868,973,F1
122,189,813,F7
1003,153,130,F5
447,376,293,N8
141,271,1354,F7
104,1393,415,F6
317,730,108,F6
263,315,259,N8
218,348,195,N8
1855,1478,1589,F1
782,101,104,F5
169,398,116,N8
238,1137,113,F6
335,832,247,F6
732,856,387,F2
380,103,778,F7
921,301,236,F5
1100,1200,240,F2
1208,375,1117,F4
1210,104,699,F4
580,138,483,F4
1022,1554,1820,F1
528,295,547,F4
1085,339,451,F4
254,253,429,N8
1378,121,934,F4
379,1054,1259,F3
1587,949,261,F2
245,957,276,F6
1227,1930,1038,F1
154,1143,755,F3
1193,627,188,F2
428,247,765,F7
883,321,189,F5
386,955,388,F6
1241,299,212,F5
1180,1694,1792,F1
693,345,889,F4
939,1963,949,F1
782,1529,400,F2
804,172,395,F5
1871,1571,1170,F1
279,304,908,F7
606,575,1966,F1
1703,1882,1507,F1
1287,1223,794,F1
376,1106,495,F3
461,352,933,F4
327,1258,260,F6
190,1117,385,F6
518,228,626,F4
1156,122,801,F4
403,395,1256,F7
307,271,560,F7
216,463,1085,F3
234,786,1162,F3
716,414,128,F5
1256,440,839,F4
1742,492,1355,F1
414,336,925,F7
1603,561,445,F2
1007,123,433,F5
1451,1573,296,F2
1582,1913,1580,F1
278,285,1693,F7
564,1352,313,F2
1733,889,1239,F1
760,317,182,F5
374,1168,200,F6
416,449,438,N8
992,390,989,F4
432,981,967,F3
1168,332,338,F5
395,124,1149,F7
302,234,376,N8
1800,1160,1457,F1
1179,1761,651,F1
1234,149,500,F4
874,174,898,F4
1330,306,179,F5
118,677,564,F3
1227,431,365,F5
409,222,1589,F7
1366,354,897,F4
189,812,384,F6
350,431,1137,F7
319,342,339,N8
397,286,127,N8
212,1255,384,F6
402,203,111,N8
1261,150,845,F4
1067,663,1598,F1
432,1156,712,F3
1096,1983,1696,F1
408,1219,868,F3
1593,1625,243,F2
684,136,999,F4
409,1034,651,F3
1344,875,1669,F1
1846,1907,1805,F1
367,1167,261,F6
840,443,339,F5
1555,956,269,F2
888,1537,1509,F1
1508,1000,293,F2
1390,409,213,F5
1328,424,579,F4
256,231,225,N8
872,255,224,F5
911,948,371,F2
901,174,447,F5
703,1391,554,F1
1599,748,126,F2
283,282,335,N8
1379,383,312,F5
518,304,595,F4
247,185,111,N8
1100,394,731,F4
359,179,1011,F7
434,299,112,N8
1631,534,216,F2
398,331,610,F7
442,276,977,F7
1469,1224,293,F2
367,1126,404,F6
1621,1429,423,F2
954,1024,137,F2
842,227,143,F5
357,1138,193,F6
356,1053,424,F6
138,149,1659,F7
263,382,871,F7
790,357,491,F4
1130,1004,818,F1
164,187,1153,F7
427,446,1653,F7
270,221,1231,F7
966,299,105,F5
1498,1836,891,F1
1695,1040,302,F2
391,396,326,N8
547,822,1470,F1
279,1313,374,F6
544,1401,1156,F1
1109,1415,1682,F1
399,308,1526,F7
1789,1670,986,F1
1422,551,800,F1
1463,913,1425,F1
366,478,119,F6
395,939,424,F6
187,377,196,N8
238,1048,1357,F3
258,219,757,F7
1130,224,453,F4
273,141,543,F7
1431,1340,980,F1
1921,1645,1816,F1
1280,293,996,F4
1490,951,1839,F1
548,329,334,F5
361,150,1622,F7
381,819,126,F6
444,1030,1231,F3
1349,381,750,F4
677,1858,588,F1
1460,119,259,F5
171,329,409,N8
293,367,169,N8
328,914,124,F6
129,433,362,N8
1577,785,1971,F1
200,117,1509,F7
1533,1037,318,F2
143,180,432,N8
1275,793,400,F2
214,1195,432,F6
1600,1280,270,F2
718,1660,1575,F1
154,1236,1232,F3
781,231,110,F5
983,1137,1647,F1
257,163,1063,F7
484,363,793,F4
888,413,684,F4
119,104,662,F7
284,151,221,N8
268,126,370,N8
361,1126,883,F3
1249,204,1388,F4
1321,1091,210,F2
1297,244,715,F4
186,238,187,N8
1570,844,255,F2
413,634,886,F3
1396,1298,423,F2
1610,674,776,F1
921,176,1159,F4
1349,139,446,F5
194,198,131,N8
129,1354,664,F3
1270,130,843,F4
359,318,184,N8
311,792,920,F3
276,646,766,F3
361,1150,731,F3
1472,1740,1362,F1
1440,1523,1010,F1
937,1015,1256,F1
167,1004,513,F3
743,1025,368,F2
480,103,126,F5
583,786,1634,F1
414,375,523,F7
330,360,838,F7
1304,1295,222,F2
125,482,342,F6
128,180,362,N8
126,1198,336,F6
301,138,116,N8
338,339,637,F7
1722,1658,969,F1
319,372,1395,F7
235,379,1097,F7
191,173,410,N8
828,960,374,F2
1419,1119,218,F2
125,1069,645,F3
391,563,345,F6
566,442,515,F4
148,157,1605,F7
128,1153,458,F3
1665,1183,187,F2
1552,1997,1683,F1
1383,376,578,F4
547,639,431,F2
643,1607,168,F2
1920,664,613,F1
410,982,209,F6
134,231,340,N8
382,1349,591,F3
222,344,1165,F7
328,822,915,F3
416,594,167,F6
604,405,256,F5
824,227,504,F4
272,499,161,F6
649,690,1814,F1
1086,558,444,F2
143,504,258,F6
305,1395,310,F6
1414,555,386,F2
392,1024,179,F6
171,288,117,N8
1526,1297,212,F2
474,457,438,F2
386,369,274,N8
368,182,110,N8
1388,384,324,F5
214,384,252,N8
1958,869,1784,F1
439,1019,492,F3
680,783,1617,F1
1290,1627,1092,F1
1841,1170,751,F1
664,200,693,F4
423,343,401,N8
462,593,436,F2
322,209,1261,F7
274,353,889,F7
828,495,350,F2
248,1397,169,F6
937,1869,1325,F1
1455,849,232,F2
1987,1027,1471,F1
875,618,1979,F1
655,104,1154,F4
1144,1642,225,F2
793,1454,258,F2
180,262,367,N8
442,976,1264,F3
571,370,1269,F4
628,580,219,F2
421,648,1301,F3
677,407,289,F5
180,779,160,F6
289,797,1193,F3
746,235,1268,F4
286,1077,481,F3
165,177,196,N8
713,156,240,F5
952,277,132,F5
1054,701,448,F2
380,912,577,F3
400,1035,116,F6
856,1850,974,F1
1659,1071,1255,F1
401,773,885,F3
925,345,215,F5
929,515,937,F1
209,1392,1174,F3
367,1221,1127,F3
958,1508,161,F2
796,834,348,F2
1243,801,245,F2
111,152,1218,F7
159,155,400,N8
900,412,411,F5
917,1661,380,F2
1270,390,947,F4
350,381,121,N8
1036,1176,298,F2
225,735,599,F3
785,123,162,F5
815,365,224,F5
388,890,526,F3
278,1105,328,F6
1038,537,179,F2
725,544,1248,F1
222,664,412,F6
1333,404,168,F5
666,445,412,F5
372,1161,1284,F3
368,608,888,F3
131,311,1361,F7
269,1387,1025,F3
593,1071,260,F2
136,299,1466,F7
558,1455,1886,F1
349,624,344,F6
357,959,119,F6
609,435,172,F5
142,182,882,F7
1231,347,764,F4
391,228,332,N8
143,594,499,F3
346,254,732,F7
394,342,720,F7
1439,1217,189,F2
329,153,1456,F7
1507,1388,1970,F1
1225,409,1052,F4
846,1414,1273,F1
152,317,446,N8
1195,1371,780,F1
368,171,133,N8
1324,365,366,F5
224,1359,742,F3
447,704,131,F6
1624,1176,439,F2
716,1258,1928,F1
1674,863,1860,F1
1421,167,265,F5
211,880,1365,F3
459,177,1321,F4
1110,176,956,F4
411,719,302,F6
365,169,1697,F7
442,214,1483,F7
112,502,691,F3
1571,843,813,F1
963,429,473,F4
1152,176,1157,F4
671,254,1080,F4
576,1348,281,F2
1490,367,440,F5
371,282,142,N8
1193,281,946,F4
420,119,1584,F7
228,648,495,F3
150,135,315,N8
545,482,218,F2
125,104,1437,F7
352,661,1285,F3
864,109,814,F4
218,755,420,F6
409,426,163,N8
262,323,750,F7
323,875,1080,F3
312,775,688,F3
423,896,128,F6
113,756,779,F3
143,513,127,F6
191,446,966,F7
776,129,882,F4
477,124,845,F4
644,144,210,F5
939,211,312,F5
407,565,130,F6
1054,1062,397,F2
508,163,1129,F4
833,1020,1879,F1
550,348,954,F4
648,173,208,F5
800,307,1035,F4
940,112,548,F4
118,236,1199,F7
777,1569,227,F2
171,380,306,N8
188,1300,995,F3
368,501,355,F6
1819,1332,991,F1
641,235,817,F4
1818,1130,1198,F1
384,189,1099,F7
445,177,857,F7
243,649,948,F3
1193,221,699,F4
188,401,699,F7
648,1211,280,F2
1350,1126,312,F2
1180,657,230,F2
644,810,996,F1
440,703,587,F3
365,518,412,F6
102,321,829,F7
280,930,827,F3
967,312,279,F5
416,242,249,N8
894,202,109,F5
633,222,683,F4
139,597,571,F3
165,1386,754,F3
190,1068,288,F6
222,185,604,F7
810,1273,298,F2
713,1049,334,F2
1106,1026,133,F2
561,1388,685,F1
1119,283,670,F4
614,186,551,F4
1185,532,663,F1
161,425,1684,F7
352,1267,1242,F3
118,1175,143,F6
1025,1035,410,F2
266,876,1091,F3
348,412,1150,F7
1458,107,247,F5
1003,1213,936,F1
528,1390,1443,F1
824,211,1080,F4
968,446,123,F5
151,587,400,F6
196,1080,354,F6
188,677,685,F3
1440,171,328,F5
254,167,113,N8
101,913,264,F6
1267,1486,1238,F1
247,337,346,N8
255,708,271,F6
209,1083,105,F6
280,190,290,N8
447,281,1456,F7
282,251,361,N8
754,276,592,F4
1211,1112,1123,F1
170,1158,1282,F3
160,525,1223,F3
868,1767,1225,F1
447,298,304,N8
1166,1832,1635,F1
519,110,235,F5
147,233,301,N8
1822,549,615,F1
1547,1725,613,F1
1246,170,771,F4
558,403,588,F4
1348,112,197,F5
926,1891,1796,F1
503,980,1302,F1
437,563,759,F3
395,1141,185,F6
115,492,138,F6
318,1006,1206,F3
338,229,197,N8
120,429,1638,F7
1030,398,190,F5
970,423,275,F5
761,426,1030,F4
1435,289,445,F5
316,269,1511,F7
478,1174,952,F1
879,338,1305,F4
250,221,1018,F7
181,533,919,F3
210,107,219,N8
286,100,327,N8
1298,1457,1429,F1
193,832,779,F3
1102,134,132,F5
1227,1303,205,F2
392,112,786,F7
1189,390,1201,F4
215,724,349,F6
119,233,1375,F7
184,406,1481,F7
1309,330,153,F5
1344,435,267,F5
1901,998,1235,F1
214,159,291,N8
358,1295,825,F3
1162,250,412,F5
1369,384,197,F5
922,332,451,F4
1360,1677,436,F2
242,616,533,F3
936,160,211,F5
1747,962,578,F1
1374,1536,1582,F1
149,397,626,F7
988,1188,180,F2
222,1040,234,F6
211,613,838,F3
1464,759,1529,F1
114,201,1128,F7
1700,1606,102,F2
292,273,177,N8
407,1221,1077,F3
780,419,370,F5
1735,1829,901,F1
417,866,1263,F3
374,1021,1225,F3
119,424,1608,F7
159,642,316,F6
316,846,399,F6
782,1539,1473,F1
1346,331,324,F5
273,333,122,N8
295,155,1690,F7
439,1093,1063,F3
737,1467,1525,F1
380,1325,1132,F3
1266,178,153,F5
1269,332,530,F4
950,939,1049,F1
364,480,952,F3
272,476,350,F6
893,920,441,F2
803,164,480,F4
1083,1774,815,F1
1647,1092,123,F2
844,147,395,F5
241,1137,745,F3
657,1043,223,F2
1096,348,569,F4
1531,1459,952,F1
242,810,988,F3
385,178,361,N8
392,223,150,N8
212,1017,298,F6
327,1388,273,F6
930,169,1144,F4
192,1243,385,F6
1309,1048,217,F2
386,437,151,N8
261,1241,958,F3
1374,1428,1516,F1
138,132,110,N8
757,258,793,F4
1700,960,376,F2
139,285,1091,F7
977,238,179,F5
1553,1091,190,F2
464,1371,1387,F1
326,188,951,F7
270,210,296,N8
511,727,384,F2
419,415,1276,F7
398,1259,175,F6
525,736,369,F2
1048,155,932,F4
131,400,145,N8
1380,112,279,F5
755,251,185,F5
402,1360,187,F6
889,410,184,F5
818,241,759,F4
154,914,721,F3
416,152,899,F7
722,300,1373,F4
355,424,1479,F7
191,706,820,F3
1114,206,926,F4
234,1096,390,F6
120,1137,164,F6
704,814,847,F1
1322,560,338,F2
256,238,201,N8
1960,1460,658,F1
115,162,844,F7
415,995,163,F6
307,1359,397,F6
1662,1585,202,F2
895,662,134,F2
273,222,1426,F7
333,1000,947,F3
1014,409,1172,F4
439,478,423,F6
209,882,199,F6
429,654,354,F6
135,119,403,N8
1113,176,728,F4
1415,1483,1853,F1
1085,574,372,F2
396,1253,1347,F3
1528,1506,1932,F1
151,182,138,N8
1796,1058,731,F1
246,915,1352,F3
1050,315,1195,F4
1882,1637,1465,F1
223,1335,195,F6
279,320,231,N8
1354,357,122,F5
752,226,767,F4
698,160,520,F4
453,163,315,F5
1280,383,483,F4
815,797,922,F1
1086,379,1390,F4
250,1100,256,F6
522,338,1267,F4
130,775,680,F3
267,531,873,F3
436,725,219,F6
346,863,202,F6
1125,941,258,F2
279,1017,241,F6
224,1182,273,F6
116,806,304,F6
320,541,1184,F3
1472,988,509,F1
171,422,1145,F7
1135,750,1778,F1
982,424,955,F4
371,656,356,F6
1341,172,291,F5
239,1083,1103,F3
271,1243,336,F6
259,397,110,N8
239,1277,1170,F3
195,134,353,N8
212,380,1495,F7
1065,836,1981,F1
230,921,1360,F3
218,974,240,F6
1090,303,502,F4
1457,1105,290,F2
199,1371,618,F3
236,751,653,F3
239,609,338,F6
1023,1043,277,F2
439,275,1562,F7
300,754,1308,F3
923,1617,286,F2
271,1389,218,F6
1211,1013,102,F2
307,368,1575,F7
246,298,826,F7
1458,562,352,F2
329,537,139,F6
577,1123,277,F2
343,201,396,N8
337,288,429,N8
191,994,375,F6
1502,1345,1029,F1
1721,1015,1363,F1
645,131,988,F4
1323,1650,111,F2
661,443,312,F5
114,216,256,N8
1441,721,906,F1
978,105,690,F4
112,937,1168,F3
541,1239,1978,F1
362,1010,1032,F3
1612,1170,1313,F1
722,241,1106,F4
434,958,899,F3
130,1214,197,F6
504,527,1140,F1
1130,153,997,F4
374,394,1480,F7
304,508,293,F6
1094,204,401,F5
315,266,437,N8
415,650,1131,F3
407,135,171,N8
327,391,1236,F7
1647,1188,1151,F1
508,1863,1696,F1
373,1221,705,F3
188,839,129,F6
135,676,439,F6
757,325,185,F5
281,367,134,N8
1402,672,1813,F1
305,992,729,F3
868,1110,409,F2
371,1077,838,F3
1506,1504,199,F2
301,312,106,N8
392,633,154,F6
337,841,122,F6
501,433,158,F5
727,130,339,F5
224,666,188,F6
490,192,1143,F4
209,473,1265,F3
173,295,1311,F7
391,1070,573,F3
783,975,1933,F1
186,374,1440,F7
189,113,238,N8
440,1370,152,F6
173,1326,274,F6
295,408,956,F7
346,183,136,N8
368,105,189,N8
233,661,1075,F3
102,338,376,N8
1186,856,242,F2
1091,164,106,F5
202,1233,1059,F3
1324,281,1278,F4
1387,1058,1202,F1
545,301,917,F4
722,1109,1117,F1
1234,1192,310,F2
297,122,1533,F7
160,686,859,F3
220,800,234,F6
169,957,1327,F3
557,376,174,F5
297,611,362,F6
175,962,501,F3
1676,1403,385,F2
1734,674,1361,F1
393,570,640,F3
361,1113,302,F6
169,124,1052,F7
485,342,1200,F4
422,961,1144,F3
137,605,274,F6
312,270,877,F7
1463,1504,260,F2
124,164,721,F7
535,178,288,F5
408,133,973,F7
270,1116,269,F6
677,135,1129,F4
646,285,1003,F4
408,1045,438,F6
562,391,1203,F4
422,810,299,F6
202,186,202,N8
1402,1006,266,F2
1000,227,169,F5
992,375,343,F5
1374,405,956,F4
579,386,1225,F4
1023,1392,430,F2
980,238,277,F5
443,1372,273,F6
572,417,233,F5
392,611,439,F6
1077,377,1182,F4
1348,448,1147,F4
782,338,736,F4
900,251,329,F5
721,412,986,F4
1454,329,139,F5
232,224,290,N8
349,422,1551,F7
731,1163,229,F2
324,257,226,N8
1331,1235,1793,F1
1343,1934,1215,F1
1040,259,936,F4
703,349,212,F5
739,103,1359,F4
514,1866,1491,F1
1289,779,147,F2
428,527,739,F3
113,959,705,F3
763,217,926,F4
1018,261,346,F5
614,831,669,F1
1309,412,223,F5
506,119,842,F4
1064,1248,244,F2
812,1384,1058,F1
1362,316,1201,F4
388,785,245,F6
243,105,1684,F7
1184,1671,215,F2
533,148,899,F4
1661,949,352,F2
1149,1334,1564,F1
1030,427,1315,F4
433,315,1236,F7
1031,922,283,F2
1890,1832,590,F1
668,329,147,F5
400,534,273,F6
283,361,715,F7
1152,221,101,F5
193,105,119,N8
241,339,1137,F7
369,450,191,F6
1244,358,298,F5
217,926,303,F6
200,753,191,F6
424,982,416,F6
195,154,530,F7
246,292,178,N8
865,263,779,F4
186,379,208,N8
193,1273,248,F6
243,871,686,F3
804,364,327,F5
340,122,327,N8
287,278,111,N8
730,431,431,F5
1348,1507,347,F2
1228,266,1003,F4
226,165,383,N8
517,431,143,F5
622,1228,230,F2
433,343,233,N8
486,234,104,F5
343,163,377,N8
978,389,859,F4
1355,344,339,F5
1309,862,334,F2
659,418,717,F4
1045,168,700,F4
124,188,1095,F7
743,336,357,F5
595,1243,295,F2
258,1096,754,F3
424,660,605,F3
438,1161,1194,F3
230,769,260,F6
186,551,113,F6
673,291,372,F5
175,184,438,N8
766,392,746,F4
380,311,994,F7
1514,764,347,F2
281,981,1093,F3
1119,1109,424,F2
420,327,1545,F7
953,390,1087,F4
299,141,265,N8
443,635,1065,F3
150,475,535,F3
703,773,350,F2
354,455,127,F6
855,321,190,F5
506,257,384,F5
1255,380,199,F5
1481,1118,372,F2
271,1381,1097,F3
1126,1206,126,F2
131,203,187,N8
839,1806,1810,F1
190,111,357,N8
352,409,591,F7
1072,1168,1045,F1
934,1304,1985,F1
714,350,115,F5
903,184,321,F5
1153,225,386,F5
437,280,325,N8
1341,764,215,F2
237,123,1409,F7
197,423,1292,F7
190,929,266,F6
347,224,906,F7
986,612,1203,F1
1078,427,890,F4
1075,215,116,F5
1524,1476,376,F2
573,138,258,F5
350,964,298,F6
211,717,250,F6
1294,1700,430,F2
841,222,311,F5
359,238,1349,F7
636,1575,981,F1
755,955,285,F2
398,279,851,F7
1073,1040,423,F2
220,115,299,N8
1694,1573,1185,F1
1029,1761,1251,F1
1193,1246,429,F2
295,492,1142,F3
1235,284,327,F5
171,194,443,N8
118,215,430,N8
401,824,165,F6
1331,452,1523,F1
311,1284,295,F6
1396,980,147,F2
368,1062,1083,F3
1298,613,1857,F1
154,947,366,F6
425,956,123,F6
167,1387,180,F6
1371,562,112,F2
1014,1557,873,F1
442,1170,399,F6
990,316,438,F5
588,1499,130,F2
328,636,1163,F3
197,326,383,N8
883,959,760,F1
1211,1297,427,F2
361,687,1212,F3
987,319,697,F4
1340,239,1277,F4
297,228,820,F7
202,1016,424,F6
1359,266,283,F5
440,1340,1391,F3
283,563,135,F6
406,113,1182,F7
413,151,329,N8
689,263,198,F5
321,297,1312,F7
302,562,167,F6
340,772,819,F3
154,296,1128,F7
243,1257,347,F6
427,135,531,F7
421,1388,267,F6
556,420,243,F5
1491,409,423,F5
330,1182,351,F6
120,713,443,F6
1270,142,797,F4
320,1002,864,F3
285,357,889,F7
179,170,342,N8
1023,302,121,F5
301,160,246,N8
165,937,238,F6
418,1067,285,F6
1016,119,1152,F4
180,168,444,N8
297,916,331,F6
632,443,1269,F4
235,157,458,F7
375,370,705,F7
380,228,393,N8
1726,716,1062,F1
675,1087,204,F2
378,358,386,N8
529,947,322,F2
268,453,1096,F3
1138,336,332,F5
343,1055,907,F3
268,346,277,N8
341,950,172,F6
247,758,472,F3
1103,1895,883,F1
268,439,344,N8
383,419,964,F7
491,1853,1607,F1
385,879,134,F6
232,448,138,N8
1237,1175,1391,F1
414,135,756,F7
751,387,1390,F4
1226,1582,300,F2
868,178,107,F5
363,1127,1068,F3
503,298,445,F5
1176,1061,1755,F1
331,412,914,F7
153,857,647,F3
728,255,672,F4
183,1047,527,F3
1830,1178,1391,F1
343,223,1645,F7
165,1137,541,F3
182,322,127,N8
321,1272,893,F3
212,237,172,N8
618,913,147,F2
283,296,415,N8
789,1632,145,F2
700,130,917,F4
1058,1677,265,F2
1634,1088,108,F2
409,486,829,F3
186,721,166,F6
408,1100,795,F3
1338,581,222,F2
1441,973,757,F1
275,1332,1072,F3
493,1716,1005,F1
376,1226,214,F6
353,1365,1027,F3
1285,467,1894,F1
198,324,1157,F7
139,661,733,F3
1249,441,264,F5
131,286,962,F7
679,618,1780,F1
895,448,275,F5
1345,120,1393,F4
842,408,1191,F4
1360,320,382,F5
913,375,684,F4
885,275,473,F4
1190,950,256,F2
409,910,633,F3
386,183,405,N8
828,1252,154,F2
933,143,1298,F4
431,110,615,F7
129,323,1110,F7
487,356,567,F4
426,273,253,N8
190,135,1575,F7
1186,379,364,F5
759,1631,252,F2
351,354,1332,F7
281,665,357,F6
251,907,125,F6
148,844,627,F3
180,723,639,F3
408,465,876,F3
1584,1161,446,F2
364,289,1642,F7
1020,437,502,F4
900,159,1342,F4
264,367,426,N8
1663,1443,417,F2
1937,1189,1985,F1
1098,380,361,F5
261,690,1126,F3
1298,1287,245,F2
1034,382,405,F5
1830,1902,1914,F1
786,661,446,F2
110,1343,193,F6
543,151,205,F5
1218,358,381,F5
376,204,740,F7
857,1241,1375,F1
412,274,1157,F7
1095,502,1795,F1
1262,977,289,F2
158,851,202,F6
569,322,270,F5
1336,444,244,F5
1323,805,1583,F1
345,1160,1007,F3
1347,341,192,F5
675,201,960,F4
970,108,263,F5
519,614,107,F2
324,1290,100,F6
204,294,1114,F7
304,442,427,N8
800,213,991,F4
1818,647,1390,F1
118,903,387,F6
1447,578,105,F2
167,1370,1187,F3
323,730,120,F6
1578,1698,1227,F1
209,237,361,N8
1167,126,1112,F4
397,313,392,N8
1321,154,118,F5
630,277,1080,F4
1808,1052,1686,F1
1166,1369,241,F2
1086,182,1027,F4
161,1332,827,F3
161,459,242,F6
416,231,1138,F7
332,133,641,F7
855,326,1006,F4
319,383,850,F7
160,117,167,N8
316,974,130,F6
356,1154,187,F6
106,374,572,F7
254,134,446,N8
280,299,295,N8
174,298,223,N8
237,440,386,N8
629,873,250,F2
400,1008,513,F3
162,137,243,N8
1027,663,1046,F1
1388,1455,265,F2
1000,116,212,F5
1207,651,255,F2
319,1335,550,F3
442,288,408,N8
156,834,331,F6
629,414,410,F5
847,355,620,F4
1319,104,450,F4
1184,860,407,F2
116,1287,973,F3
380,1342,335,F6
451,417,402,F5
498,324,214,F5
695,301,924,F4
553,412,858,F4
243,355,174,N8
219,101,1061,F7
235,435,107,N8
529,169,1227,F4
1182,860,331,F2
129,290,948,F7
274,370,300,N8
508,136,1281,F4
146,1043,449,F6
196,222,252,N8
1525,881,1593,F1
186,633,132,F6
1263,298,1087,F4
437,752,1201,F3
593,201,386,F5
517,729,171,F2
166,1298,984,F3
421,242,867,F7
1157,125,264,F5
116,121,1134,F7
581,535,225,F2
1722,809,909,F1
341,283,182,N8
1106,876,414,F2
172,167,887,F7
611,193,903,F4
143,328,243,N8
944,125,172,F5
356,1156,359,F6
127,323,908,F7
306,616,364,F6
232,926,1061,F3
1414,202,317,F5
137,1320,169,F6
1428,1568,157,F2
1278,1435,220,F2
452,139,1201,F4
329,161,1586,F7
181,623,425,F6
102,1209,771,F3
880,325,696,F4
1058,366,342,F5
432,1042,474,F3
1415,1996,1523,F1
658,510,1447,F1
292,1228,809,F3
1104,443,1165,F4
145,939,161,F6
263,148,1648,F7
270,315,305,N8
1191,396,118,F5
336,955,687,F3
1211,207,808,F4
363,365,347,N8
617,548,262,F2
1238,139,415,F5
318,678,388,F6
1325,1620,233,F2
389,152,513,F7
294,386,285,N8
1269,1254,150,F2
927,442,1036,F4
889,1053,227,F2
1495,656,254,F2
1583,1201,1741,F1
485,442,458,F4
410,994,834,F3
1974,560,1630,F1
179,598,837,F3
1977,1580,1407,F1
947,576,1989,F1
367,982,425,F6
227,219,1424,F7
1180,187,169,F5
119,710,748,F3
1060,1440,1685,F1
802,271,603,F4
768,432,714,F4
295,532,389,F6
259,206,1370,F7
694,274,645,F4
1236,294,1000,F4
1046,161,255,F5
131,320,1504,F7
1038,1238,365,F2
434,323,245,N8
1543,718,450,F1
1478,420,135,F5
290,1234,367,F6
696,1603,345,F2
1985,856,932,F1
240,881,170,F6
1668,1934,521,F1
144,1186,1037,F3
1488,1457,446,F2
270,246,974,F7
122,223,422,N8
264,210,249,N8
423,1238,159,F6
1284,1578,373,F2
640,1037,1700,F1
1576,905,1696,F1
602,269,511,F4
372,413,252,N8
763,295,182,F5
271,379,1290,F7
337,266,1125,F7
1136,141,771,F4
1171,292,258,F5
173,204,822,F7
632,187,322,F5
131,666,169,F6
230,320,529,F7
491,1004,1999,F1
155,1038,916,F3
327,666,698,F3
321,1054,1136,F3
345,330,160,N8
135,1193,1137,F3
698,283,320,F5
1440,903,191,F2
1487,172,329,F5
445,261,325,N8
377,214,129,N8
418,964,1388,F3
1229,360,238,F5
1923,781,1981,F1
826,811,1356,F1
753,233,253,F5
210,1334,376,F6
355,1118,351,F6
344,166,118,N8
293,140,1542,F7
1032,118,1009,F4
489,267,868,F4
1683,1933,1320,F1
1296,1627,280,F2
865,553,107,F2
429,119,395,N8
283,282,293,N8
408,677,1168,F3
1002,1310,1380,F1
511,431,1011,F4
393,476,796,F3
375,753,1371,F3
969,553,253,F2
1261,373,322,F5
1363,199,602,F4
764,1145,1826,F1
290,433,960,F7
328,315,371,N8
892,890,442,F2
1169,312,246,F5
1021,640,1345,F1
431,1368,155,F6
368,353,354,N8
397,841,1115,F3
253,1107,1080,F3
182,1376,984,F3
1485,694,153,F2
1527,1685,108,F2
786,1949,580,F1
424,1149,110,F6
273,897,250,F6
1024,357,1160,F4
382,324,284,N8
422,204,237,N8
565,148,218,F5
125,108,253,N8
252,202,922,F7
340,922,386,F6
1218,245,418,F5
1385,438,1190,F4
1262,315,626,F4
270,203,419,N8
1035,185,389,F5
1122,221,271,F5
469,136,1011,F4
182,467,177,F6
329,339,719,F7
1145,237,289,F5
1168,305,521,F4
177,242,925,F7
970,1196,436,F2
183,374,1505,F7
1094,666,110,F2
410,271,736,F7
299,675,249,F6
1161,170,361,F5
696,731,462,F1
981,359,387,F5
390,157,321,N8
274,108,1323,F7
1967,1722,1035,F1
1663,1463,320,F2
394,172,1596,F7
211,1205,180,F6
835,320,795,F4
304,191,833,F7
110,245,414,N8
1103,269,930,F4
851,1875,629,F1
944,338,1186,F4
1475,986,335,F2
300,581,357,F6
382,164,243,N8
1318,1366,930,F1
1472,333,336,F5
678,414,523,F4
646,222,903,F4
108,461,1180,F3
220,1251,1311,F3
339,292,196,N8
768,1283,325,F2
1274,116,120,F5
413,1322,494,F3
157,594,434,F6
327,868,1141,F3
797,302,224,F5
639,638,1359,F1
1053,1185,287,F2
1361,1037,1764,F1
615,148,227,F5
1495,1061,193,F2
720,556,682,F1
838,333,590,F4
1334,427,935,F4
842,1467,969,F1
166,773,193,F6
124,432,276,N8
1591,1477,125,F2
364,160,1506,F7
618,375,249,F5
442,256,1412,F7
232,615,112,F6
1008,134,925,F4
170,866,643,F3
325,864,676,F3
1382,444,682,F4
433,822,395,F6
495,448,913,F4
1367,1944,812,F1
1462,561,312,F2
1470,1216,315,F2
701,1155,334,F2
331,208,472,F7
120,328,305,N8
574,194,1060,F4
115,304,378,N8
660,1562,224,F2
938,1473,300,F2
1002,281,1181,F4
897,543,1931,F1
1485,1773,1434,F1
208,167,786,F7
1364,184,389,F5
1554,1398,1555,F1
1315,104,423,F5
243,903,360,F6
1402,1413,323,F2
775,357,592,F4
214,344,300,N8
178,264,301,N8
265,931,141,F6
1180,807,239,F2
1739,997,1053,F1
381,121,153,N8
1239,412,211,F5
1645,1750,709,F1
704,385,222,F5
155,711,1231,F3
456,1252,1361,F1
828,203,715,F4
167,363,615,F7
168,103,550,F7
414,409,689,F7
1697,578,130,F2
779,1660,1247,F1
1087,434,140,F5
1825,904,1404,F1
1154,154,634,F4
245,610,344,F6
173,603,245,F6
852,477,115,F2
1326,171,279,F5
1506,1833,639,F1
166,304,445,N8
1252,514,411,F2
